baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
GCKDGN101A00AO_Past	13.2158880873824	0.369996229656653	1.63839805540532	0.225828044922282	0.821335163768262	1
GCKDGN101A00ZL_Past	6.00311397157902	-1.42348369896983	2.15747060711092	-0.659792858488126	0.509386766855522	1
GCKDGN101A028J_Past	25.1147709864338	-0.262633002172231	1.55068326825929	-0.169365986947836	0.865508775463503	1
GCKDGN101A03QE_Past	3.52727809705851	-1.19094921890648	2.48874103961078	-0.478534809347917	0.632269604980618	1
GCKDGN101A03XE_Past	28.9323030991648	1.7864010543187	1.6553439271621	1.07917214362895	0.280510995221783	1
GCKDGN101A0607_Past	10.5796307588068	17.1319137053561	2.99971402874373	5.71118231311234	1.12193975027466e-08	1.92358647850794e-06
GCKDGN101A06FB_Past	10.4644071494278	-0.970893665448881	1.74112465124019	-0.557624443923254	0.577100861224779	1
GCKDGN101A0884_Past	30.3455961757646	-2.39343383885541	1.65092458094214	-1.44975359049385	0.147127245529653	1
GCKDGN101A08CL_Past	21.7359506924139	-0.459334227837713	1.65542255065399	-0.27747249646699	0.781417321664994	1
GCKDGN101A097A_Past	6.28101826556344	-0.0587926165667887	2.46585711288476	-0.0238426696581816	0.980978104247183	1
GCKDGN101A0KSC_Past	27.2720440179517	-0.401989908245924	1.41624578310523	-0.283841910098775	0.776531535187215	1
GCKDGN101A0LCS_Past	15.0782818046625	-0.56203368574989	1.44605749416857	-0.38866621003409	0.69752308135049	1
GCKDGN101A0M5U_Past	31.9501836469538	-1.8371500597133	1.43570434655446	-1.27961586528749	0.200680267328551	1
GCKDGN101A0M8H_Past	817.014815457995	-1.34134376930792	1.5574253754374	-0.861257168698182	0.389096419907324	1
GCKDGN101A0P88_Past	3.0476551055852	19.340305333041	3.36003022324269	5.75599147866476	8.6134730665134e-09	1.48781677311581e-06
GCKDGN101A0RO1_Past	3.55824940848606	2.74820066433068	2.95759973801452	0.929199657752063	0.352785624779526	1
GCKDGN101A0S0M_Past	7.75137629198386	-3.98053249769203	1.90329366983273	-2.09139165478434	0.0364929696537899	1
GCKDGN101A0S2C_Past	18.7843166354363	1.52664314955149	2.22050715983181	0.687520030184059	0.491755082891626	1
GCKDGN101A0SI8_Past	21.5372318982891	1.46381970073704	2.39570822046898	0.611017522179925	0.541187980255555	1
GCKDGN101A0ZFB_Past	4.37845053254971	-1.16423840266583	2.19496096281331	-0.530414172456903	0.595824801869402	1
GCKDGN101A10D0_Past	7.0327411960674	-1.67545120275784	2.41300260214473	-0.694342890997573	0.487467198982044	1
GCKDGN101A12VJ_Past	63.4929056277215	-0.248012622868239	1.27895746734165	-0.19391780352457	0.846240243108016	1
GCKDGN101A13V9_Past	45.0755676218427	-1.0840392130101	1.21428885696968	-0.892735864936924	0.371998639125215	1
GCKDGN101A14KT_Past	3.34746644018435	1.02840255062919	2.48687024723775	0.413532853904006	0.679216256875021	1
GCKDGN101A14VE_Past	17.328190496606	0.266974072109238	1.56640719901256	0.170437209607779	0.864666311176243	1
GCKDGN101A15QU_Past	3.29622347332627	-0.063786586819718	2.35703905070949	-0.0270621680198797	0.978410149247803	1
GCKDGN101A177T_Past	8.51464361601869	-2.10433316836462	1.96000757823053	-1.07363522046399	0.282986205535711	1
GCKDGN101A17ZT_Past	23.8903780290048	-4.16051013656473	1.50888065192648	-2.75734872155246	0.00582721697270143	0.390836141637162
GCKDGN101A1Q78_Past	3.80966400544415	15.6310907312253	10.9304266711662	1.43005311699855	0.152701774590451	1
GCKDGN101A1T4S_Past	5.18139572919687	0.967160125057787	2.25816566891739	0.428294583683696	0.668436661789122	1
GCKDGN101A1TLT_Past	10.8559880904924	-1.75609637187123	1.85701027218318	-0.945657866397628	0.344323119216109	1
GCKDGN101A1V7Z_Past	6.92084926661199	-0.666536370736563	2.02353132371942	-0.329392662680118	0.741858912981379	1
GCKDGN101A20KS_Past	5.87890122596942	0.0621812236146487	1.77836826856024	0.03496532451346	0.972107390985735	1
GCKDGN101A23YI_Past	20.830535637997	-1.44277265401453	1.6600370994848	-0.869120728965818	0.384781099806506	1
GCKDGN101A2BO2_Past	14.7913484935943	1.29289543741907	2.43422922456176	0.531131343085341	0.595327765818963	1
GCKDGN101A2BOP_Past	3.39190917524887	-2.88967585490474	2.85642283573231	-1.01164149045318	0.311709500278119	1
GCKDGN101A2FEY_Past	5.87316858695411	-0.156694596955854	1.99599299621925	-0.078504582557484	0.937426685121324	1
GCKDGN101A2K37_Past	10.9015573486738	-2.01623454855192	1.61834428302869	-1.24586255823056	0.212814857992032	1
GCKDGN101A2LIL_Past	3.81611693906338	1.44356811797998	2.3367435287796	0.617769173296441	0.536727506619072	1
GCKDGN101A2NZY_Past	6.85262506460422	-0.68399322616132	1.93958273143226	-0.352649678240965	0.724351089394213	1
GCKDGN101A2QVI_Past	21.4284957317886	-1.33005682927271	1.58137701219159	-0.841075100383193	0.400305863265679	1
GCKDGN101A2R04_Past	11.5389446201177	-0.192805347904078	1.63326709342536	-0.118048878031161	0.906028929536872	1
GCKDGN101A2TT4_Past	9.57727288803907	-1.00492914934329	2.04399311066577	-0.491649968925759	0.622966812380079	1
GCKDGN101A2V3C_Past	3.6976468013005	0.494227281823928	2.82147290458226	0.175166410785399	0.860948876547332	1
GCKDGN101A2WY5_Past	27.5715981818955	1.396814054232	1.53260676296909	0.911397553489835	0.362085942209378	1
GCKDGN101A33CU_Past	5.70386564278099	1.08788353704734	2.16984378417858	0.50136491160315	0.616114329522487	1
GCKDGN101A33VX_Past	6.76205575433391	0.00905283449375054	1.92915729290907	0.00469263679380925	0.996255831294393	1
GCKDGN101A35AI_Past	5.20244308265903	0.413317720771612	1.83706444150332	0.224988144908724	0.821988496843232	1
GCKDGN101A38VU_Past	43.4703576290158	0.867877547071272	1.25923267452501	0.689211425838071	0.490690227597587	1
GCKDGN101A39U8_Past	4.49942962482592	-1.52344538620672	2.26108793221562	-0.673766537117337	0.500459752431352	1
GCKDGN101A3AVK_Past	30.7145662981956	0.709202396725203	1.33930913789036	0.529528528299536	0.596438859662583	1
GCKDGN101A3EUL_Past	13.3384782879444	-1.49744816868854	1.83334576696464	-0.816784370777902	0.414051665448946	1
GCKDGN101A3FW4_Past	20.0382788756008	-0.151538208081394	1.48168726579773	-0.102274084133271	0.918539125288823	1
GCKDGN101A3GMY_Past	3.15047249243418	-2.94054595677615	3.41443031008002	-0.861211297268281	0.389121679068943	1
