baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
GCKDGN101A00AO_Past	13.2158880873824	0.354940800634254	1.63310550819673	0.217341010028297	0.827942599457882	1
GCKDGN101A00ZL_Past	6.00311397157902	1.17562430974944	2.15758957779946	0.544878563488646	0.585837040509663	1
GCKDGN101A028J_Past	25.1147709864338	-0.377316911756491	1.55358710805755	-0.24286820468551	0.808107497196437	1
GCKDGN101A03QE_Past	3.52727809705851	0.959060408822309	2.4888475123548	0.385343177539592	0.699983175712235	1
GCKDGN101A03XE_Past	28.9323030991648	-2.20031514607388	1.65880015050951	-1.3264498109661	0.184690748998202	1
GCKDGN101A0607_Past	10.5796307588068	-12.5432203931856	2.99960735044651	-4.18162076823771	2.89438444204186e-05	0.00224800429231741
GCKDGN101A06FB_Past	10.4644071494278	-0.347489374104376	1.75371433311007	-0.198144799038126	0.842931775062409	1
GCKDGN101A0884_Past	30.3455961757646	1.14625930862968	1.65383253334185	0.693092731894366	0.488251358539946	1
GCKDGN101A08CL_Past	21.7359506924139	0.345852597627839	1.65518477863532	0.208951050113565	0.834486451408017	1
GCKDGN101A097A_Past	6.28101826556344	-2.07721748873017	2.49912675076685	-0.8311773254769	0.40587346210052	1
GCKDGN101A0KSC_Past	27.2720440179517	-1.11771804660088	1.42521761479003	-0.784243777933904	0.432897081968383	1
GCKDGN101A0LCS_Past	15.0782818046625	1.23181140377262	1.44182398702323	0.854342426578572	0.392915286007557	1
GCKDGN101A0M5U_Past	31.9501836469538	0.0276859960070888	1.44080802818481	0.0192156036512156	0.984669109987492	1
GCKDGN101A0M8H_Past	817.014815457995	1.66995064541328	1.5554125814788	1.07363838077328	0.282984788551872	1
GCKDGN101A0P88_Past	3.0476551055852	0.510789317119781	3.25056163797866	0.15713878831026	0.875135468646821	1
GCKDGN101A0RO1_Past	3.55824940848606	0.817119278909501	2.84304444796884	0.287409955723089	0.773798439070908	1
GCKDGN101A0S0M_Past	7.75137629198386	2.39294673789912	1.91616426910989	1.24882129182521	0.211730444534933	1
GCKDGN101A0S2C_Past	18.7843166354363	-9.72807469071746	2.39858738119179	-4.05575163406549	4.99733393291672e-05	0.00368354439099865
GCKDGN101A0SI8_Past	21.5372318982891	-2.94554719114405	2.40894828378813	-1.22275235668908	0.221423245263685	1
GCKDGN101A0ZFB_Past	4.37845053254971	-1.10922093654973	2.22908016669467	-0.497613748093459	0.618756311734024	1
GCKDGN101A10D0_Past	7.0327411960674	0.911105351778186	2.41956879727224	0.376556910803836	0.706502914642415	1
GCKDGN101A12VJ_Past	63.4929056277215	0.62846520342762	1.27768305248866	0.491878797486985	0.622805027811984	1
GCKDGN101A13V9_Past	45.0755676218427	2.02833700564986	1.2088773930995	1.67786825796229	0.093372820404017	1
GCKDGN101A14KT_Past	3.34746644018435	0.553750094026246	2.46037298446925	0.225067539564819	0.821926732826299	1
GCKDGN101A14VE_Past	17.328190496606	-2.07585064253928	1.57525258407366	-1.31778907302032	0.18757426680001	1
GCKDGN101A15QU_Past	3.29622347332627	-1.18987565995809	2.38852832660795	-0.498162674774671	0.618369388161984	1
GCKDGN101A177T_Past	8.51464361601869	3.64750975143753	1.94875441271914	1.8717134019715	0.0612462644006779	0.887925338171399
GCKDGN101A17ZT_Past	23.8903780290048	4.03047749267119	1.50846116020802	2.67191333724189	0.00754201236414038	0.289714133598391
GCKDGN101A1Q78_Past	3.80966400544415	-10.63697265911	10.9304266711686	-0.973152556539016	0.330477486413526	1
GCKDGN101A1T4S_Past	5.18139572919687	-1.04981895830611	2.25583447116374	-0.465379429087513	0.641659762812661	1
GCKDGN101A1TLT_Past	10.8559880904924	-0.228745252577163	1.86830224906318	-0.12243482160976	0.902554662291517	1
GCKDGN101A1V7Z_Past	6.92084926661199	0.928296855894888	2.019958541933	0.459562330921185	0.645830402482529	1
GCKDGN101A20KS_Past	5.87890122596942	-0.584817070277276	1.78251435187457	-0.328085476373448	0.742847034954469	1
GCKDGN101A23YI_Past	20.830535637997	-0.310653735140041	1.67337555065594	-0.185644958788999	0.852723194345114	1
GCKDGN101A2BO2_Past	14.7913484935943	-4.48919401744218	2.56338625679025	-1.75127490269973	0.0798985686393578	0.965667034547225
GCKDGN101A2BOP_Past	3.39190917524887	2.22173271615823	2.87436084811054	0.772948433951387	0.439552898972226	1
GCKDGN101A2FEY_Past	5.87316858695411	1.06333143404503	1.98628426269934	0.535336987768295	0.592416853984028	1
GCKDGN101A2K37_Past	10.9015573486738	1.99488715442606	1.61735547743677	1.2334252934844	0.217417133066025	1
GCKDGN101A2LIL_Past	3.81611693906338	-3.69145346575061	2.44247129443317	-1.51136002055135	0.130696749507967	1
GCKDGN101A2NZY_Past	6.85262506460422	-0.192937915323623	1.94401920431619	-0.0992469183921921	0.920942223227792	1
GCKDGN101A2QVI_Past	21.4284957317886	0.462796983621441	1.58489401320258	0.292005004603603	0.770282797533152	1
GCKDGN101A2R04_Past	11.5389446201177	-0.601793332247676	1.64016328667821	-0.366910622335948	0.713685687756199	1
GCKDGN101A2TT4_Past	9.57727288803907	3.31160123503987	2.02102904744333	1.63857181529832	0.101302466173648	1
GCKDGN101A2V3C_Past	3.6976468013005	-0.665744762212037	2.82095865364419	-0.235999475338644	0.813433077296876	1
GCKDGN101A2WY5_Past	27.5715981818955	0.64779679569734	1.52450821114652	0.424921814760289	0.670893671455646	1
GCKDGN101A33CU_Past	5.70386564278099	-5.83061628764256	2.33919412820235	-2.49257477921396	0.0126820622566559	0.400445199086358
